deal_id,deal_title,deal_store,deal_parameter,deal_value
115,https://www.flipkart.com/flipkart-smartbuy-usb-type-c-cable-8-1-m-silver-wrap-oem-65w-10w-6-5a-vooc-warp-dash-supervooc-superdart-charger/p/itm617e66d574ea4?pid=ACCGXAV7Z868V64N&lid=LSTACCGXAV7Z868V64NMNDSVH&marketplace=FLIPKART&store=tyy&srno=b_1_15&otracker=browse&iid=2aa283c3-0893-41af-a4ff-67eb2050128d.ACCGXAV7Z868V64N.SEARCH&ssid=trqyjrmaa80000001715182870897,Flipkart,specifications,"{'Sales Package': '1 USB Type C PD Cable', 'Number of Contents in Sales Package': '1', 'Brand': 'Flipkart SmartBuy', 'Type': 'USB Type C Cable', 'Cable Type': '980 Mbps Speed 65 Watt 6 Amp 980 Mbps Speed', 'Connector 1': '1 Pin USB Type A', 'Connector 2': '1 Pin Type C', 'Connector Material': 'Copper', 'Cable': 'Shielded Connector Moulding Round', 'Cable Version': '6', 'Prongs': '6', 'Part Number': 'DC124', 'Model': 'OEM 65W-10W/6.5A VOOC/WARP/DASH/SUPERVOOC/SUPERDART CHARGER', 'Compatible Devices': 'Mobile, Laptop, Power Bank, Wireless Earphones, Speaker, Trimmer, Tablet', 'Color': 'Red, White', 'Suitable For': 'oppo,realme,narzo,oneplus,vivo,iqoo,samsung,motorola,mi,redmi,poco', 'Cable Length': '1 m', 'Net Quantity': '1', 'Conductor': 'Copper', 'Core': 'Copper', 'Jacket': 'PVC Jacket', 'Other Materials': 'Silver Wrap, Polycarbonate', 'Corrosion Resistant': 'Yes', 'Other Cable and Connector Features': 'Tested To Withstand 10,000+ Bends For Ultimate Longetivity, Tangle Free, Turbo Fast Cable, 65 Watt, 6.5 Amp, 6.5A VOOC/WARP/DASH/DASH/SUPERVOOC/SUPERDAR', '3D Support': 'Yes', 'Maximum Current Rating': '8 A', 'Other Features': 'Charging Convenience, Durable Construction, Efficient and Safe Charging, High-power Compatibility', 'Warranty Summary': '6 Months Replacement Warranty', 'Covered in Warranty': 'MANUFACTURING DEFECTS', 'Not Covered in Warranty': 'Physical Damages By Customer', 'Warranty Service Type': "For any queries related to this item or for complete warranty terms, any charges & conditionPlease contact (Nihalani's) Customer Support on Helpline No.(9899988776) for (Call/Whatsapp Support) ; 10AM to 06:00 PM , Email:(nihalanis2304@gmail.com)"}"
116,https://www.flipkart.com/samsung-galaxy-f14-5g-goat-green-128-gb/p/itm032d1a69999cc?pid=MOBGNBFNDPGNJ7HY&lid=LSTMOBGNBFNDPGNJ7HYRCCFUH&marketplace=FLIPKART&store=tyy&srno=b_1_39&otracker=browse&iid=2aa283c3-0893-41af-a4ff-67eb2050128d.MOBGNBFNDPGNJ7HY.SEARCH&ssid=trqyjrmaa80000001715182870897,Flipkart,specifications,"{'In The Box': 'Handset, Type-C Data Cable, Quick Start Guide, Sim Ejection Pin', 'Model Number': 'SM-E146BZGHINS', 'Model Name': 'Galaxy F14 5G', 'Color': 'GOAT Green', 'Browse Type': 'Smartphones', 'SIM Type': 'Dual Sim', 'Hybrid Sim Slot': 'No', 'Touchscreen': 'Yes', 'OTG Compatible': 'Yes', 'Display Size': '16.76 cm (6.6 inch)', 'Resolution': '2408 x 1080 Pixels', 'Resolution Type': 'Full HD+', 'GPU': 'ARM Mali G68 MP2', 'Display Type': 'Full HD+ LCD Display', 'HD Game Support': 'Yes', 'Display Colors': '16 Million', 'Other Display Features': 'In-Cell Touch Display', 'Operating System': 'Android 13', 'Processor Brand': 'Exynos', 'Processor Type': 'Exynos 1330, Octa Core', 'Processor Core': 'Octa Core', 'Primary Clock Speed': '2.4 GHz', 'Secondary Clock Speed': '2 GHz', 'Operating Frequency': '2G GSM: GSM850/GSM900/DCS1800/PCS1900, 3G UMTS(WCDMA): B1(2100)/B2(1900)/B4(AWS)/B5(850)/B8(900), 4G LTE FDD: B1(2100)/B2(1900)/B3(1800)/B4(AWS)/B5(850)/B7(2600)/B8(900)/B12(700)/B17(700)/B20(800)/B26(850)/B28(700)/B66(AWS-3), 5G: N1(2100)/N3(1800)/N5(850)/N7(2600)/N8(900)/N20(800)/N28(700)/N66(AWS-3)', 'Internal Storage': '128 GB', 'RAM': '6 GB', 'Expandable Storage': '1 TB', 'Supported Memory Card Type': 'MicroSD', 'Memory Card Slot Type': 'Dedicated Slot', 'Primary Camera Available': 'Yes', 'Primary Camera': '50MP + 2MP', 'Primary Camera Features': 'Dual Camera Setup: 50MP Main Camera + 2MP Camera, Camera Features: Deco Pic, Food, Macro, Panorama, Photo, Portrait, Pro, Video', 'Optical Zoom': 'Yes', 'Secondary Camera Available': 'Yes', 'Secondary Camera': '13MP Front Camera', 'Secondary Camera Features': '13MP Front Camera Setup: Camera Features: Fixed Focus', 'Flash': 'Back Flash', 'HD Recording': 'Yes', 'Full HD Recording': 'Yes', 'Video Recording': 'Yes', 'Video Recording Resolution': 'FHD (1920 x 1080)', 'Digital Zoom': '10X', 'Frame Rate': '30 fps', 'Image Editor': 'Yes', 'Dual Camera Lens': 'Primary Camera', 'Call Wait/Hold': 'Yes', 'Conference Call': 'Yes', 'Hands Free': 'Yes', 'Video Call Support': 'Yes', 'Call Divert': 'Yes', 'Phone Book': 'Yes', 'Call Timer': 'Yes', 'Speaker Phone': 'Yes', 'Speed Dialing': 'Yes', 'Call Records': 'Yes', 'Logs': 'Yes', 'Network Type': '2G, 3G, 4G, 5G', 'Supported Networks': '4G LTE, 5G, GSM, WCDMA', 'Internet Connectivity': '5G, 4G, 3G, 2G', '3G': 'Yes', '3G Speed': '5.76 Mbps', 'Micro USB Port': 'No', 'Mini USB Port': 'No', 'Bluetooth Support': 'Yes', 'Bluetooth Version': 'v5.2', 'Wi-Fi': 'Yes', 'Wi-Fi Version': '802.11', 'Wi-Fi Hotspot': 'Yes', 'Mini HDMI Port': 'No', 'NFC': 'No', 'USB Tethering': 'Yes', 'USB Connectivity': 'Yes', 'Audio Jack': '3.5mm', 'Map Support': 'Google Maps', 'GPS Support': 'Yes', 'Smartphone': 'Yes', 'Touchscreen Type': 'Full Touch Capacitance', 'SIM Size': 'Nano Sim', 'Social Networking Phone': 'Yes', 'Instant Message': 'Yes', 'Business Phone': 'No', 'Removable Battery': 'No', 'MMS': 'Yes', 'SMS': 'Yes', 'Keypad': 'No', 'Voice Input': 'Yes', 'Graphics PPI': '401 PPI', 'Predictive Text Input': 'Yes', 'SIM Access': 'Dual/Single', 'Sensors': 'Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Light Sensor, Proximity Sensor', 'Upgradable Operating System': '2 Times Android Updates and 4 Years of Security Updates', 'Series': 'Samsung Galaxy F14 5G Series', 'Browser': 'Google Chrome | Samsung S-Browser 18.0', 'Ringtones Format': 'MP3, M4A, 3GA, AAC', 'FM Radio': 'Yes', 'FM Radio Recording': 'Yes', 'DLNA Support': 'No', 'Audio Formats': 'MP3, M4A, 3GA, AAC', 'Music Player': 'Yes', 'Video Formats': 'MP4, M4V, 3GP', 'Battery Capacity': '6000 mAh', 'Battery Type': 'Lithium Ion', 'Dual Battery': 'No', 'Width': '77.2 mm', 'Height': '166.8 mm', 'Depth': '9.4 mm', 'Weight': '205 g', 'Warranty Summary': '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories', 'Warranty Service Type': 'NA', 'Not Covered in Warranty': 'Manufacturing Defect'}"
117,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,deal_used_by,NULL
118,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_size,NULL
119,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,deal_pattern_name,NULL
120,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_main_info,{}
121,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_tech_details,"{'OS': '\u200eOxygenOS', 'RAM': '\u200e8 GB', 'Product Dimensions': '\u200e7.6 x 0.8 x 16.3 cm; 184 g', 'Batteries': '\u200e2 Lithium Polymer batteries required. (included)', 'Wireless communication technologies': '\u200eCellular', 'Connectivity technologies': '\u200eBluetooth, Wi-Fi, NFC', 'GPS': '\u200eGLONASS', 'Special features': '\u200eFingerprint Scanner, Camera, Fast Charging', 'Display technology': '\u200eAMOLED', 'Other display features': '\u200eWireless', 'Device interface - primary': '\u200eTouchscreen', 'Resolution': '\u200e12 - 15.9 mp', 'Other camera features': '\u200eFront', 'Form factor': '\u200eBar', 'Colour': '\u200eAqua Surge', 'Battery Power Rating': '\u200e5000', 'Whats in the box': '\u200ePower Adapter, SIM Tray Ejector, Phone Case, USB Cable', 'Manufacturer': '\u200eOppo Mobiles India Private Limited', 'Country of Origin': '\u200eIndia', 'Item Weight': '\u200e184 g'}"
122,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_extra_details,"{'ASIN': 'B0C9QS5G2R', 'Customer Reviews': '4.1 4.1 out of 5 stars 3,517 ratings 4.1 out of 5 stars', 'Best Sellers Rank': '#23 in Electronics (See Top 100 in Electronics) #11 in Smartphones', 'Date First Available': '4 August 2023', 'Manufacturer': 'Oppo Mobiles India Private Limited, OPPO Mobiles India Private Limited PLOT-NO.1, SECTOR ECOTECH-VII, GREATER, NOIDA, UTTAR PRADESH, India-201306 OnePlus Customer Service Contact number：1800 102 8411 WhatsApp：+91-9289606888', 'Packer': 'OPPO Mobiles India Private Limited PLOT-NO.1, SECTOR ECOTECH-VII, GREATER, NOIDA, UTTAR PRADESH, India-201306 OnePlus Customer Service Contact number：1800 102 8411 WhatsApp：+91-9289606888', 'Importer': 'OPPO Mobiles India Private Limited PLOT-NO.1, SECTOR ECOTECH-VII, GREATER, NOIDA, UTTAR PRADESH, India-201306 OnePlus Customer Service Contact number：1800 102 8411 WhatsApp：+91-9289606888', 'Item Dimensions LxWxH': '7.6 x 0.8 x 16.3 Centimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Smartphone'}"
123,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,about_product,"Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera with Sony IMX355 (FOV: 112 degree) and 2MP Macro lens; 16MP Front (Selfie) Camera Camera Features: Ultra Steady Mode, Dual-view Video, HDR, Nightscape, Portrait Mode, Video Portrait, Pano, Macro, Slo-mo, Time-lapse, Text-scanner, Retouching, Filters, Google Lens, Extra HD, Pro Mode Display: 6.7 Inches; 120 Hz AMOLED FHD+, Resolution: 2412 x 1080 pixels; HDR 10+, sRGB, 10-bit Color Depth, 93.4% Screen to body ratio Operating System: OxygenOS 13 based on Android 13.1 Processor: Qualcomm Snapdragon 782G Mobile Platform"
124,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,highly_rated_by_customer_for,"fast charging, good speed, good camera"
125,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_imp_info,
126,https://www.amazon.in/OnePlus-Nord-Surge-128GB-Storage/dp/B0C9QS5G2R/ref=sr_1_8?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-8,Amazon,product_details,{}
127,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,deal_used_by,NULL
128,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,product_size,"6GB + 128GB"
129,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,deal_pattern_name,NULL
130,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,product_main_info,{}
131,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,product_tech_details,"{'OS': '\u200eAndroid 13.0', 'RAM': '\u200e6 GB', 'Product Dimensions': '\u200e0.9 x 7.7 x 16.7 cm; 206 g', 'Batteries': '\u200e1 Lithium Ion batteries required. (included)', 'Item model number': '\u200eSM-M146B', 'Wireless communication technologies': '\u200eCellular', 'Connectivity technologies': '\u200eBluetooth, Wi-Fi, USB', 'GPS': '\u200eTrue', 'Special features': '\u200eDual SIM, Expandable Memory, Always On Display, Mobile Hotspot Capability, Built-In GPS', 'Other display features': '\u200eWireless', 'Device interface - primary': '\u200eTouchscreen', 'Resolution': '\u200e1080 x 2408', 'Other camera features': '\u200eFront', 'Audio Jack': '\u200e3.5 mm', 'Form factor': '\u200eBar', 'Colour': '\u200eBerry Blue', 'Battery Power Rating': '\u200e6000', 'Whats in the box': '\u200eDevice|Data Cable (USB Type C to C)|SIM Tray Ejector Pin|Quick Start Guide', 'Manufacturer': '\u200eSAMSUNG', 'Country of Origin': '\u200eIndia', 'Item Weight': '\u200e206 g'}"
132,https://www.amazon.in/Samsung-Segments-Smartphone-Octa-Core-Processor/dp/B0BZCSNTT4/ref=sr_1_22?dib=eyJ2IjoiMSJ9.xIAnZhWhGc42wk6MqmMWryLb_cT_UQunxC50ABPIRelDmVy8GPU5_yyt5pju5yFd5GdFnqKqd9O4vKfHYU2OyG0Z0S7EQfqopFkOc6tKi7XMMNwy_FbAxSEYroR7aMwkvIkr_8A1vPTDhCLhpNjpMNuxGXhZm6UgA0ntRzbW4ZxA9Wr7HFqAyoxMUdOaC8tKa4Viy1ICp8dNts9dh1GTvh73Wkp0VVGVdyTNqHzy-JVcSmQTUUQY1qJlYGuq05qLfT5KqP_ds8Fs7tmsBSB9c_36fwIRbM7IV9mil9NMyc8.gYz68lu8lnNvnX5dDVRzGFNTbZ_6rXCq0x8Wj2VwjuQ&dib_tag=se&qid=1715407693&refinements=p_72%3A1318476031&rnid=1318475031&s=electronics&sr=1-22,Amazon,product_extra_details,"{'ASIN': 'B0BZCSNTT4', 'Customer Reviews': '4.0 4.0 out of 5 stars 22,220 ratings 4.0 out of 5 stars', 'Best Sellers Rank': '#35 in Electronics (See Top 100 in Electronics) #17 in Smartphones', 'Date First Available': '23 March 2023', 'Manufacturer': 'SAMSUNG, Samsung India Electronics Pvt ltd, 6th Floor , DLF Centre, Sansad Marg, New Delhi - 110001 . Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864', 'Packer': 'Samsung India Electronics Pvt ltd, 6th Floor , DLF Centre, Sansad Marg, New Delhi - 110001 . Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864', 'Importer': 'Samsung India Electronics Pvt ltd, 6th Floor , DLF Centre, Sansad Marg, New Delhi - 110001 . Email id: support.india@samsung.com, Tel(Toll Free): 1800 40 7267864', 'Item Dimensions LxWxH': '9 x 77 x 167 Millimeters', 'Net Quantity': '1 Count', 'Generic Name': 'Smartphone'}"
